row_id,mz,rt.min
32802,429.1334,8.3592
73314,353.9136,24.5405
34215,652.1226,8.4463
45241,485.1969,12.6848
4324,853.2494,2.9658
61456,1079.2628,17.4469
4742,780.1906,2.8898
2717,619.29,2.953
58369,357.0607,15.8006
65720,348.9721,19.2234
3967,827.5471,3.0327
47824,323.0625,11.2266
48196,289.0844,13.2311
57964,427.095,16.6673
23964,256.1756,4.9382
50709,226.0451,13.7161
58788,295.0939,17.5982
31203,713.344,8.5517
69760,338.8096,21.3163
30132,361.9659,8.4146
46094,303.1292,12.6634
64708,372.8965,19.1307
70257,632.6093,21.1534
39325,523.1448,11.0806
71487,115.0866,21.9304
52830,703.09,14.5835
19200,613.4828,3.2286
5919,1282.7574,3.3995
43945,501.1824,11.1348
55237,369.0068,15.8478
6978,502.3741,3.1612
2780,248.059,2.9254
34718,137.0679,9.6361
2196,1244.7518,3.0149
55564,290.0599,15.9773
6252,780.5534,3.1632
38146,421.1735,10.0878
63503,910.722,19.1687
61126,635.1476,18.1952
38529,138.049,10.6784
28188,636.1902,8.2553
14295,1325.9,3.0465
70766,558.664,21.4066
27261,696.1853,8.0031
61267,390.0899,17.819
65086,846.7277,19.1356
58710,595.0413,16.7696
15337,344.2278,4.4868
52685,308.0912,14.9733
70816,542.6902,21.4038
60168,234.1449,16.8698
45889,412.2192,12.594
56524,268.0106,16.2201
58375,617.0933,16.1561
15959,1000.6562,3.2208
55658,531.0221,15.9606
7149,778.2307,2.9164
23724,387.2238,8.0887
58184,554.0534,15.9439
70072,812.5167,21.1141
61663,844.7243,19.1404
59018,96.9573,16.8181
38266,303.1665,10.412
60045,323.0653,16.3982
54662,638.3592,15.4575
40564,715.3033,11.0976
6044,920.7548,3.3182
48628,472.1758,11.1905
59042,208.9385,19.0397
20749,233.0956,5.2721
6867,1208.8325,3.0177
60019,279.0011,16.5768
2715,675.3526,2.9293
29498,588.1729,8.2829
25595,412.2101,7.3388
61159,486.1116,17.9666
47646,376.0393,13.146
39066,277.062,11.1256
38425,138.0428,10.6754
4171,1140.7338,2.9784
55530,280.0921,14.5418
24966,133.0859,5.2349
60643,266.9619,17.2116
42951,240.1031,11.0994
36791,546.1983,9.6772
7431,850.2509,2.9807
53532,424.9125,15.3414
57340,362.9781,16.3308
70306,692.5664,21.1547
49594,165.0545,13.7535
17433,593.3666,4.2047
54140,125.0709,15.0525
2095,776.5732,3.1169
54159,558.1445,14.86
32072,1194.8174,8.3854
52691,543.1578,14.5218
66305,756.726,18.9099
58665,564.8932,17.3036
3420,1343.9299,2.9831
64710,464.8511,19.4314
37895,380.8745,11.0637
46196,605.239,12.6939
61175,695.9535,17.5937
35385,688.1559,9.7764
35224,260.1606,8.4759
21591,431.2499,7.2638
53896,572.1875,15.4054
19048,196.0968,4.8216
4346,950.6337,2.9336
4549,522.5246,2.9935
54790,191.0403,15.6463
52773,330.0608,14.8287
39428,492.2104,10.8523
3024,928.2273,2.9316
31785,405.136,8.216
57973,292.0867,16.8407
60221,652.9321,17.3732
71229,128.9534,20.5081
57295,322.9883,16.0377
51643,513.162,14.5328
60696,313.1045,16.3376
47314,339.0878,12.9278
3396,834.5625,2.9399
69990,936.4619,21.0113
2115,975.5356,2.848
61158,735.0249,17.7588
40166,503.1586,11.1168
62944,1012.6358,19.261
20410,341.1805,5.7267
14578,415.2113,3.4106
58497,608.9946,16.766
60557,566.9007,17.5048
70513,618.6267,21.3327
22619,417.1801,7.0132
49044,507.2573,13.5191
40336,867.2558,11.1687
58906,500.89,16.1756
56460,286.0086,16.2607
72050,285.0695,22.7726
59673,470.9605,16.7249
64053,678.7845,19.1512
10642,336.217,3.6453
26934,440.2502,8.3202
16069,484.3131,4.4312
53791,90.0549,15.4316
27175,295.1653,5.9546
60061,791.1676,16.6966
68550,1140.2791,20.1467
47959,337.0724,13.1789
32749,516.3087,8.7234
46896,299.0954,12.7821
56095,354.0262,16.1598
54327,175.1077,14.3973
61055,854.9837,17.4997
46172,488.128,12.5798
30239,863.1529,8.3834
41937,507.1114,11.1665
3181,583.3631,2.9434
27306,421.1671,7.8358
55995,335.0864,16.0897
44745,447.877,12.26
50892,1033.1613,14.1829
65468,348.0431,19.1902
55775,265.0199,15.9915
43237,155.0452,11.8619
42680,322.1874,11.5777
42606,570.355,10.2385
52181,370.0521,14.2226
1186,556.442,3.1685
7144,309.1487,3.7223
55673,84.0444,15.6229
40792,1020.3502,11.1283
4519,899.6029,2.9363
37527,381.0859,10.7148
70756,574.6381,21.3666
5616,739.511,3.0463
3183,521.1183,2.9203
52663,396.0188,14.9333
27691,366.2419,7.8135
29806,413.1017,8.3066
17127,360.1952,4.8022
3434,1042.7039,2.9658
46096,457.2143,12.5814
33934,385.9844,8.4249
71897,380.0838,22.7232
59162,424.9688,16.5516
3761,1052.3659,2.8937
57819,185.9902,16.6151
6745,806.5684,3.249
3157,556.1732,2.8384
59776,335.0939,17.2459
2856,433.1856,2.9115
59210,826.7397,19.147
19399,385.2068,5.3283
6207,663.2774,3.1894
52872,390.0105,14.8045
62980,848.7312,18.1528
46777,106.0862,11.5986
72367,280.1245,23.4519
4025,512.416,3.1481
55416,527.1584,16.8378
61322,518.0363,17.8144
16015,1287.7132,3.6436
13259,833.5593,3.0673
38831,228.1343,10.1984
8725,353.2433,3.5227
70376,648.59,21.1821
57126,220.0669,16.3476
40569,783.2456,11.1012
56608,330.9366,16.2754
15716,1235.8442,3.0485
47022,301.1112,12.8274
21474,476.3066,4.2887
4173,869.3824,3.0172
38947,144.1018,10.59
8238,209.19,3.5273
63821,943.6931,19.1754
19649,362.1299,5.5491
3830,887.5621,2.9441
26543,438.2266,7.8014
59327,342.1461,16.8528
1916,1442.9143,2.9313
56499,150.0761,16.26
70359,590.612,21.369
69917,834.4981,21.0946
63180,750.7343,19.4686
46092,317.0804,12.7274
65174,340.882,19.1407
70237,1050.3752,20.9994
3801,984.6802,3.0402
3603,577.3851,3.0764
53827,578.2273,15.28
29926,1634.8082,8.5801
72088,600.9696,22.789
58744,629.0256,15.6226
26720,652.2212,7.784
30618,393.2859,8.5675
19967,477.2708,5.7494
61795,368.8522,18.3431
23790,171.1855,6.3203
35684,232.1181,9.4785
52101,447.0264,14.7082
14083,237.1698,4.1067
46929,306.1597,13.0865
70979,422.7498,21.4024
70569,818.5146,21.358
61037,635.1411,17.7522
7003,798.6006,3.1283
65240,1407.6871,19.0255
58200,379.0424,16.0168
35310,144.0655,9.6094
70431,648.5836,21.216
52790,659.1269,15.1966
45252,571.8165,12.5228
3770,1176.7752,2.9487
46199,454.1776,12.2214
54003,361.0897,15.7452
69962,300.8176,21.3001
25638,235.0805,8.9191
58632,798.1003,16.7002
70404,850.4625,21.2179
58161,468.0017,16.8548
35006,542.3217,9.2212
70270,936.4525,21.1274
63800,570.8207,18.7688
2587,846.4845,3.1382
46011,426.1897,12.3519
42801,781.2491,11.1117
72017,191.0788,22.7626
44711,192.9444,12.2713
50879,1011.1794,14.1322
40303,1429.9328,11.149
60943,737.0362,16.4631
70368,538.6923,21.2886
2674,785.5169,2.9025
34850,268.1041,8.973
10438,236.1493,3.6767
34687,329.182,10.1915
49384,184.0731,15.388
72234,600.9752,22.9163
58480,488.067,17.8057
27252,654.2369,7.7805
4945,524.5405,3.0467
42162,262.1439,10.2155
3134,281.0513,2.9491
33365,294.1006,8.9869
60055,340.9736,16.2041
55236,552.0732,15.7714
49532,453.1068,13.7319
53718,164.0294,15.1319
40986,753.2505,11.0775
9153,617.514,3.1733
65342,354.8953,19.1647
4217,766.5323,3.0529
15722,466.3164,3.1162
18140,830.5693,3.128
14542,1210.8106,2.918
59931,769.1773,17.3948
51592,484.0251,14.4613
40426,953.402,11.1031
48182,288.0873,13.272
58526,326.9895,16.402
52833,385.9926,14.3813
7441,577.5555,2.94
58955,310.9291,16.9688
51113,123.0553,14.3925
52997,258.1102,14.5225
21804,192.1594,5.1676
44261,188.0706,12.1296
33653,234.0197,8.298
29763,280.1214,8.1828
69055,502.8185,20.3031
61134,713.0493,16.2135
55749,152.0318,15.7668
51816,490.2621,14.2848
56032,349.0544,16.0903
8162,1184.9692,3.0029
54262,294.0202,15.3014
44267,137.0456,10.6668
43200,469.1863,11.7974
33490,363.1661,9.2045
5277,541.5386,3.0571
38055,596.1275,10.3458
54066,533.0787,15.5701
61769,391.0322,17.4513
63513,208.9413,19.2376
56048,282.035,15.9441
27272,463.1154,7.7655
71957,505.2573,22.7126
49905,104.1069,14.7112
70439,676.5925,21.2735
38407,295.0663,10.6759
3818,808.6661,3.1056
28794,448.1747,8.2168
66657,1184.651,19.1801
7129,1590.9406,3.2853
72180,644.934,22.998
19174,828.5538,3.1459
41858,299.0439,11.1416
37398,403.0675,10.2113
31063,685.4354,8.4257
67812,710.2088,19.9707
25551,148.0426,7.5522
72081,285.0735,22.0488
59143,669.0789,17.6913
47811,403.1145,13.1201
59160,325.1196,16.6008
21321,173.0783,5.9478
3335,560.3585,3.1409
70188,836.5043,21.0773
58344,446.0203,16.5272
37091,397.1109,10.2664
3509,489.0557,2.9129
35607,367.0689,10.5328
46005,539.2926,12.633
53605,340.029,15.2478
63997,1122.651,19.156
10936,226.1802,4.0745
66663,262.8881,19.3903
37954,546.3556,9.0053
52506,392.0341,14.1966
58528,445.0798,15.8328
37701,270.1449,10.8831
51799,451.1873,14.4285
6983,1375.7651,3.4012
17988,202.1438,4.4424
70242,674.5944,21.3421
27290,485.097,8.0649
27531,233.0609,7.7701
30728,1020.2535,8.3502
70027,300.8165,21.4053
43659,534.1225,11.1181
14033,180.1019,4.1874
48951,371.1221,13.1671
54164,267.0977,15.4612
48749,297.117,13.6005
4867,1018.7129,3.2741
32506,543.1871,9.5074
38916,1063.3117,11.0733
31383,423.0961,8.5669
35195,115.0866,10.2671
58930,899.0534,15.9703
50720,814.2104,14.1015
57546,142.0292,16.4088
5178,977.7468,3.174
8432,548.3713,3.4501
47409,540.3064,12.4189
55620,431.1257,15.9646
12114,728.5219,3.2131
4597,966.63,2.9121
52707,352.0552,15.0987
34473,214.1074,9.8656
70212,796.5325,21.2972
11486,474.2343,3.9485
55791,642.2137,15.8495
69820,616.6355,21.1218
66948,310.8829,19.4015
30754,221.0955,8.4578
4386,637.3028,2.8894
58922,335.0178,17.0714
14660,540.3064,4.0086
52767,364.011,14.163
71365,340.882,20.6361
59841,650.9242,17.4311
59975,289.1621,16.908
9598,333.2425,3.2052
71490,133.0971,22.0657
26802,462.1904,7.736
59041,532.9477,16.902
43757,255.0581,11.801
61239,602.0187,17.8064
72149,425.0301,22.7405
22686,151.0964,5.9545
17747,658.5102,3.0897
58574,346.019,16.9293
57240,371.9241,16.4663
55952,575.1109,15.8423
65434,1122.6245,19.1676
57598,336.1404,16.2291
59570,320.9337,17.1081
35994,349.1832,10.6584
28625,219.1339,8.6877
55645,475.0898,15.8657
43863,270.1063,12.8446
70725,560.6621,21.4124
19770,283.2058,3.5172
49897,437.1678,13.3696
36932,261.131,10.9475
34790,136.0841,9.5987
16696,702.2135,3.0348
5430,534.5248,3.13
2532,1152.7326,2.9189
61067,613.1738,17.6147
61104,522.8157,18.6984
71242,112.089,21.9111
57326,195.0253,16.4772
23900,233.1496,7.3193
37542,317.1458,10.6166
16152,628.1947,3.0741
51669,462.0431,14.5288
6142,633.597,2.9519
61098,693.0564,17.7656
38523,235.1653,10.7218
59732,477.0349,16.866
2246,1063.6177,2.9871
69300,158.9237,21.2023
62332,636.7802,19.4088
58126,311.144,16.8837
5788,909.2388,3.042
23978,176.0375,7.3504
70259,674.6024,21.2431
11118,245.186,4.4896
42067,322.1373,11.3521
15737,525.3898,3.5869
5328,913.4099,3.1893
67186,89.0709,18.5267
3769,644.4368,2.9316
68624,222.1171,20.4503
31445,592.1853,8.3134
19648,308.197,5.2643
46972,76.0879,12.9092
50913,586.0324,14.2084
51058,933.0953,14.0697
46736,737.285,11.1599
57898,95.0624,16.314
48010,179.0238,13.0209
60489,684.2558,17.3032
70253,560.6685,21.161
61462,368.0636,17.4624
70037,436.7297,20.9076
29792,220.05,8.3188
71501,116.0728,21.9493
61395,262.1511,16.8535
55657,745.1226,16.0321
59826,1016.6603,19.1527
52908,159.0764,16.3946
2544,621.3105,2.8968
61978,1197.3515,17.9416
4736,1240.7862,2.9242
3874,942.6513,3.1888
62177,244.9056,19.3791
59509,590.9144,17.0174
18381,357.2424,3.1191
3890,1257.8279,3.1898
57420,346.0448,15.7987
9819,320.2221,3.5495
5577,869.373,2.9235
71933,485.2644,22.632
24874,423.2226,7.2524
60754,346.1261,17.8043
29303,479.1916,8.9974
18167,259.1694,2.9463
52746,988.1922,14.7505
30268,481.2327,8.3873
32121,646.1147,8.3114
70218,936.4429,21.2721
46938,500.2964,12.7717
42894,69.0699,11.3874
70321,934.4539,21.1566
4370,567.3514,3.99
60488,542.9112,17.1147
53470,379.0375,16.8395
16577,472.2989,3.6975
43170,260.1065,10.8007
61682,694.7515,18.7648
3140,489.2484,2.9832
55227,325.0432,15.8498
5638,897.5873,2.9232
47853,297.0798,13.1713
33021,267.0776,9.2058
71967,335.1872,22.7488
2899,114.0733,2.9154
57714,327.0095,16.4549
72144,267.0653,22.8144
60627,382.9781,17.0536
61174,673.9718,17.6499
58053,294.0785,16.7331
58072,331.9319,16.4819
18079,641.4258,3.2592
3794,1091.6492,3.2025
2866,667.1765,2.9264
41050,945.2332,11.1836
61263,865.0273,16.8381
38259,189.1234,9.4796
40238,503.2011,11.0773
18117,679.3069,5.0838
56141,332.0444,16.0574
37004,131.0491,10.2637
72035,307.0578,22.7601
72042,644.9398,22.9394
27754,140.0681,8.4061
6261,504.3238,2.9255
54232,347.059,15.4602
73077,391.0566,24.1454
61622,434.9962,17.4402
13430,988.6469,3.35
52265,296.0661,14.5202
73073,219.086,23.1785
47576,260.197,12.1757
62306,716.7335,18.8905
18795,360.1918,5.4847
59151,607.1248,17.2003
70050,614.6374,21.2522
33464,245.0955,9.2147
51410,260.1144,14.4999
18863,208.0969,4.897
50934,629.9962,14.1686
17561,403.2325,3.062
54808,380.0115,15.5216
20990,368.229,5.8431
73112,391.0608,24.087
70485,412.8223,21.2006
50630,499.1868,12.8726
3705,639.4581,2.9188
48597,252.0254,12.029
184,149.0233,3.0542
52794,681.1086,15.0431
13768,1299.8858,3.895
70391,852.4791,21.2471
9351,711.2536,3.9448
69763,420.756,21.3425
66236,866.732,19.1499
70759,322.8322,21.3767
36483,322.1069,10.2069
2738,854.209,2.8737
4116,834.2198,3.0068
15094,516.3016,4.4541
70383,712.5651,21.4046
50600,565.1651,14.067
68118,292.9085,19.781
70714,582.6826,21.3729
50665,342.0731,13.7573
54989,216.9849,15.6851
9511,159.0652,3.5476
12521,251.1854,3.9298
26897,253.1184,7.7312
59073,691.0608,17.7079
19489,172.0967,5.3806
65282,888.7139,19.1459
62218,306.8937,18.0071
7311,619.5296,3.0603
70795,250.8919,21.112
61033,613.1591,17.736
69875,616.6422,21.1194
47808,197.9808,13.1505
9390,518.4934,3.2896
65800,304.0827,18.9177
16872,237.1234,5.5925
34686,136.0615,9.6107
23196,328.2232,5.1629
58276,420.867,19.1478
23485,570.3552,4.9941
32885,421.1735,9.0185
69819,494.6961,21.0777
45294,429.1334,11.4849
61128,657.1307,17.5895
17298,402.2333,5.2359
70282,578.6342,21.3533
65301,552.8109,19.159
42456,326.1323,11.7427
57323,235.018,16.3632
59155,629.1065,17.1997
70375,614.6677,21.2329
50150,317.1933,14.342
43726,356.185,11.0749
23339,236.0328,6.6562
70156,456.7048,21.1288
42892,627.232,12.1775
60433,562.9426,17.4096
58367,335.0779,16.522
2810,545.3112,2.9543
20496,1089.6871,3.7061
34192,266.9149,9.6939
38745,407.1516,8.2915
11774,391.2842,3.0276
65820,1440.518,19.1327
25008,167.0927,7.1495
26254,218.0456,8.3141
33008,306.9073,9.4899
52750,331.0722,14.792
48093,327.04,13.3614
51523,266.9149,14.1504
21721,219.0798,5.9698
27274,441.1332,7.7529
40874,1019.3475,11.1364
70377,652.6258,21.1329
14923,570.4576,3.1484
59752,357.0758,17.2594
70199,388.7198,21.2073
62978,804.7674,18.8671
71949,771.3224,22.7397
49467,632.1566,13.6531
60429,442.8325,16.4222
57510,449.0771,16.5644
48187,333.0481,13.38
54501,244.0929,15.1461
61227,368.1079,17.8121
65394,804.7577,19.1512
55853,224.0588,15.744
21511,332.2181,5.1297
6394,810.5573,2.9943
59552,298.9516,17.2293
34299,210.0792,7.7776
18283,327.2014,4.5417
43203,378.1668,11.1586
70262,770.5253,20.9521
9467,788.6151,3.5361
61074,691.076,16.6929
48756,70.0651,13.0531
17406,490.2861,4.7728
9206,1458.8631,3.1921
3036,385.2736,2.9046
28289,434.1954,8.2894
61053,442.1469,17.6183
14673,435.164,4.7292
3153,530.3692,3.0775
3020,786.536,2.9559
46014,410.2142,11.6983
72065,363.0466,22.7802
50847,1055.1435,14.0432
60635,246.1561,16.4261
32338,602.3894,8.4751
61050,671.0745,17.6974
69781,310.8774,19.3827
3172,721.4514,3.0182
48646,508.1677,13.2563
49042,361.2195,13.5928
2835,389.1117,2.9122
70062,712.5584,21.1282
26653,72.0444,6.7301
52735,639.1412,14.6401
62046,350.8396,17.9262
25995,313.0966,7.4824
49947,166.0532,13.7931
18254,247.1112,4.7945
5444,224.0633,2.8781
34690,457.0662,8.4129
41338,555.1064,11.1266
65531,304.0793,19.1906
2516,988.65,2.8767
44229,533.1246,11.1301
3981,774.2531,3.0325
15823,538.5196,3.0684
34912,659.3609,9.1639
34754,646.172,8.4381
70297,594.6086,21.2211
17287,701.4774,3.2781
36313,310.1374,10.2799
41131,767.2532,11.1188
65761,965.6756,19.1523
59875,300.9836,17.2921
26860,758.4293,7.6972
45936,596.2258,12.6778
28026,658.1719,8.2393
47543,310.0692,13.2696
57695,142.0263,16.5989
3315,820.5992,2.9817
58720,225.0209,16.2454
59621,402.84,17.5078
60157,291.1301,17.282
54529,694.1626,15.5451
35632,345.9919,8.4479
46044,640.1887,13.2251
69871,436.7345,21.8202
37059,139.0502,11.7505
27242,419.1514,7.779
34061,256.0018,8.3877
53485,446.8939,15.3279
23427,344.1815,6.6852
16625,619.2855,3.5938
47856,116.0834,13.1662
40391,447.8693,12.0275
2797,1226.807,2.9216
12370,851.6007,2.9455
53886,180.0616,16.2614
20122,146.1175,4.5384
34058,390.1169,9.5979
7852,277.1799,3.2951
41934,859.4305,11.4563
50337,88.0757,13.5803
50784,603.1223,14.1693
43567,445.1647,12.4453
51135,277.062,13.4566
41443,463.1603,9.8734
73078,413.0394,24.0577
30417,520.34,8.5273
12810,909.7184,3.3784
50888,708.0803,14.1993
61411,745.065,17.4108
2469,863.5641,2.9251
4148,787.4779,2.9699
3465,820.1679,2.9389
37764,451.1155,8.5958
54602,449.0881,15.1065
70058,680.6105,21.1582
9960,1331.7398,3.244
32787,146.0811,9.4993
57575,239.028,16.4918
57327,106.0498,16.6037
38221,120.0806,10.2608
63287,486.8462,18.7552
51632,702.2677,14.5198
55360,487.0581,15.8645
49715,427.106,15.405
39069,538.1193,11.045
31277,492.2665,8.5308
70749,452.6997,21.3788
65280,1546.4824,19.1506
2788,974.7288,3.2123
31937,384.1799,8.367
32570,390.0882,8.9768
58867,625.0521,16.5446
69637,290.8038,20.8916
37703,409.0679,10.847
41492,705.2455,11.1387
59755,280.9951,16.8382
3081,1124.7644,3.1177
29631,1188.3729,8.3012
27985,568.3397,7.1366
42595,250.0511,12.1824
31172,1216.7502,8.1053
71323,380.8744,20.3439
58652,776.1185,16.6152
52774,661.1228,14.8645
70339,646.5784,21.2446
47015,123.0967,12.9188
60393,322.8736,17.586
28871,570.0834,8.2047
69986,890.4739,20.7842
58378,661.057,15.8546
30084,447.04,8.3029
14096,1208.7963,2.909
66610,346.8442,19.3815
17834,524.5312,3.2376
7583,780.634,3.092
27724,718.5041,7.0808
43313,304.1442,11.9327
59119,283.019,16.9965
13005,726.5434,3.414
69867,298.8197,21.6845
71645,162.9086,21.8831
48383,411.016,11.1999
71517,116.0719,21.9675
63882,658.782,19.3981
65263,446.8462,19.1119
58004,270.1008,16.7291
46077,561.2746,12.6154
10150,560.3278,4.1438
71311,142.9498,20.8372
35111,520.34,9.5102
33461,60.0808,8.8835
55986,76.0393,16.2884
41394,683.2635,11.1292
21570,387.1425,6.1626
29877,236.0179,8.3088
52743,683.1159,14.8418
51412,282.0964,14.5227
28764,590.3219,7.7836
63288,526.8387,18.3447
55689,453.1203,16.0052
3619,1057.3216,3.355
28980,150.1124,9.188
9661,487.2974,2.9874
46064,325.1111,12.6518
67766,464.8443,19.4283
56650,162.9978,16.2815
65802,326.0651,19.0562
69964,440.7312,21.1167
47821,309.0357,13.1963
4431,832.634,2.9576
65484,1506.4893,19.1725
5630,936.75,3.1027
46996,77.0912,12.902
921,614.4839,3.072
38761,687.2352,10.995
13307,309.2273,3.7708
48815,450.7246,13.4763
18907,281.0991,5.1308
3746,719.4885,3.0476
25920,482.9054,7.519
44680,240.1088,11.4842
59669,200.977,17.2429
70280,834.4885,21.319
56269,585.0344,16.1667
66578,558.7729,19.3622
69989,934.4648,21.272
56469,154.0434,16.0914
53484,422.9052,15.3151
31602,1042.2355,8.4195
33559,610.1544,8.3127
55696,701.1587,15.8564
51213,260.1719,14.1586
14460,471.2375,3.0285
61281,286.9905,17.8247
61163,833.0017,17.7994
10800,183.078,3.7505
49466,588.1805,13.6282
61279,1013.3166,17.7261
7944,702.5363,3.0979
27740,172.1695,6.7454
47897,392.1371,13.2294
54726,660.3415,15.5121
70049,592.6171,21.2547
53850,733.2715,15.2664
44388,223.0066,12.153
50832,651.9781,14.1805
22474,298.0969,6.3472
60020,302.978,17.0784
61912,369.0502,17.4429
8159,1197.8269,3.0156
69969,574.6487,21.275
69588,566.7086,21.378
8065,778.5381,3.0731
8436,1215.7467,2.9496
24613,376.1866,7.119
60082,306.977,17.0183
55807,735.0969,15.8894
52639,80.9478,15.4881
27215,458.2608,8.1788
59906,278.9977,17.1288
52380,429.1391,14.8444
29438,280.1292,8.2406
14323,800.5196,3.2672
70509,576.6625,21.3733
33761,630.1405,8.3758
7204,987.7075,3.4416
40594,970.3549,11.1689
24273,161.092,7.5957
67,1199.7725,2.9533
53705,327.5717,15.3882
38083,220.1179,9.1419
10751,587.5399,3.1285
70578,332.9009,19.6374
46154,617.2064,12.6792
1668,766.5168,3.0932
25185,270.1549,7.2707
34060,396.0673,9.5515
34902,235.0805,10.8024
68807,973.2885,20.1117
58687,573.059,16.2707
54087,325.9988,15.4478
51620,362.0839,14.5242
52714,374.0369,14.871
70794,372.8298,21.2323
7667,758.2218,3.0481
43171,370.096,11.9772
73080,610.966,23.1501
16900,221.0955,4.6269
2092,973.5202,2.8328
57284,255.0647,16.4612
60406,364.0692,16.7855
28581,209.102,8.1468
3263,877.5288,3.2319
8977,336.2533,3.6466
3683,753.4783,3.0225
19284,275.1604,5.6176
16048,558.2957,4.0893
25015,565.2968,5.615
50189,367.1391,15.0688
62621,990.6541,19.2894
53659,405.0957,15.472
48229,117.0676,13.1424
57537,271.0279,15.9707
4999,668.546,3.0101
15492,1047.6586,3.83
26367,241.0447,7.5733
34142,280.0203,8.3796
64169,1272.5766,19.109
71516,115.088,22.0152
42720,692.2639,11.1523
60025,791.1772,16.9814
57938,262.0508,15.4147
67078,1294.5606,19.1765
57548,164.0115,16.0325
14973,325.2222,3.9259
16417,795.5255,3.0713
49824,459.1496,13.5769
29752,803.2156,8.3111
57643,532.9308,16.4858
51640,302.0741,14.5211
63592,764.7557,19.3695
49803,328.923,15.0314
42258,300.1554,12.0444
32432,524.2694,8.9183
47844,370.1551,13.2543
31228,965.6629,8.2857
50899,695.1336,13.879
22827,201.1234,6.539
16174,865.6907,3.6045
26225,237.1234,6.8593
46930,419.103,12.8624
48569,170.0924,13.5749
21480,332.1815,6.2223
58917,228.9268,17.113
72044,385.0285,22.7715
54924,238.9669,14.6499
60677,348.8813,17.5059
30867,303.1451,7.7125
68645,283.0701,20.1281
10794,358.27,3.7173
53927,261.0881,14.502
28814,353.1795,8.1769
61315,1115.2792,17.3708
7179,736.5429,2.96
70042,508.6715,21.1541
66235,694.7416,19.3388
55548,410.1297,15.9664
2108,909.5443,3.021
70357,728.5244,21.164
44983,520.34,11.1221
47520,372.1708,13.0381
63161,840.6984,19.2958
37419,359.1037,10.3539
55034,330.0732,15.1487
59489,206.0552,15.4174
16829,475.3257,4.6825
2872,539.1464,2.8642
25266,204.0607,7.6728
25971,363.1697,7.3915
70065,730.5304,21.2371
58725,266.9669,16.5041
61132,691.0679,16.3652
65420,252.9285,19.0628
47505,174.0501,12.6844
37913,568.3397,9.2069
770,721.5067,2.9807
